INFO 2025-02-21 05:55:12,207 autoreload Watching for file changes with StatReloader
DEBUG 2025-02-21 05:55:12,625 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/img/selector-icons.svg first seen with mtime 1737948049.2130911
DEBUG 2025-02-21 05:55:12,625 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/img/calendar-icons.svg first seen with mtime 1737948049.2110999
DEBUG 2025-02-21 05:55:12,625 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/img/tooltag-arrowright.svg first seen with mtime 1737948049.2134564
DEBUG 2025-02-21 05:55:12,625 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/img/icon-alert.svg first seen with mtime 1737948049.2113261
DEBUG 2025-02-21 05:55:12,625 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/img/gis first seen with mtime 1737948049.2137353
DEBUG 2025-02-21 05:55:12,625 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/img/gis/move_vertex_on.svg first seen with mtime 1737948049.2137907
DEBUG 2025-02-21 05:55:12,625 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/img/gis/move_vertex_off.svg first seen with mtime 1737948049.21366
DEBUG 2025-02-21 05:55:12,625 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/admin/RelatedObjectLookups.js first seen with mtime 1737948049.2174537
DEBUG 2025-02-21 05:55:12,625 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/admin/DateTimeShortcuts.js first seen with mtime 1737948049.2172122
DEBUG 2025-02-21 05:55:12,625 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/jquery first seen with mtime 1737948049.218244
DEBUG 2025-02-21 05:55:12,626 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/xregexp first seen with mtime 1737948049.2280617
DEBUG 2025-02-21 05:55:12,626 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2 first seen with mtime 1737948049.2192278
DEBUG 2025-02-21 05:55:12,626 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/jquery/jquery.min.js first seen with mtime 1737948049.218469
DEBUG 2025-02-21 05:55:12,626 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/jquery/LICENSE.txt first seen with mtime 1737948049.217699
DEBUG 2025-02-21 05:55:12,626 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/jquery/jquery.js first seen with mtime 1737948049.218158
DEBUG 2025-02-21 05:55:12,626 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/xregexp/xregexp.min.js first seen with mtime 1737948049.2283335
DEBUG 2025-02-21 05:55:12,626 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/xregexp/xregexp.js first seen with mtime 1737948049.2279782
DEBUG 2025-02-21 05:55:12,626 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/xregexp/LICENSE.txt first seen with mtime 1737948049.2274952
DEBUG 2025-02-21 05:55:12,626 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/LICENSE.md first seen with mtime 1737948049.2186217
DEBUG 2025-02-21 05:55:12,626 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/select2.full.min.js first seen with mtime 1737948049.2191663
DEBUG 2025-02-21 05:55:12,626 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/select2.full.js first seen with mtime 1737948049.218904
DEBUG 2025-02-21 05:55:12,626 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n first seen with mtime 1737948049.2271392
DEBUG 2025-02-21 05:55:12,626 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/pt.js first seen with mtime 1737948049.2257051
DEBUG 2025-02-21 05:55:12,626 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/hsb.js first seen with mtime 1737948049.2227554
DEBUG 2025-02-21 05:55:12,626 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/vi.js first seen with mtime 1737948049.2269666
DEBUG 2025-02-21 05:55:12,626 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/lv.js first seen with mtime 1737948049.2244542
DEBUG 2025-02-21 05:55:12,626 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/gl.js first seen with mtime 1737948049.2221377
DEBUG 2025-02-21 05:55:12,626 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/pl.js first seen with mtime 1737948049.225253
DEBUG 2025-02-21 05:55:12,626 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/el.js first seen with mtime 1737948049.2209303
DEBUG 2025-02-21 05:55:12,627 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/dsb.js first seen with mtime 1737948049.2207885
DEBUG 2025-02-21 05:55:12,627 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/et.js first seen with mtime 1737948049.221312
DEBUG 2025-02-21 05:55:12,627 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/is.js first seen with mtime 1737948049.223458
DEBUG 2025-02-21 05:55:12,627 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/sl.js first seen with mtime 1737948049.2261288
DEBUG 2025-02-21 05:55:12,627 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/ko.js first seen with mtime 1737948049.2241616
DEBUG 2025-02-21 05:55:12,627 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/hr.js first seen with mtime 1737948049.2225475
DEBUG 2025-02-21 05:55:12,627 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/ms.js first seen with mtime 1737948049.2247517
DEBUG 2025-02-21 05:55:12,627 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/fi.js first seen with mtime 1737948049.221827
DEBUG 2025-02-21 05:55:12,627 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/th.js first seen with mtime 1737948049.2266252
DEBUG 2025-02-21 05:55:12,627 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/ru.js first seen with mtime 1737948049.2259336
DEBUG 2025-02-21 05:55:12,627 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/eu.js first seen with mtime 1737948049.2214372
DEBUG 2025-02-21 05:55:12,627 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/mk.js first seen with mtime 1737948049.2246041
DEBUG 2025-02-21 05:55:12,627 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/sq.js first seen with mtime 1737948049.2262306
DEBUG 2025-02-21 05:55:12,627 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/ja.js first seen with mtime 1737948049.2237344
DEBUG 2025-02-21 05:55:12,627 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/ka.js first seen with mtime 1737948049.2238827
DEBUG 2025-02-21 05:55:12,627 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/he.js first seen with mtime 1737948049.2222688
DEBUG 2025-02-21 05:55:12,627 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/bg.js first seen with mtime 1737948049.2197847
DEBUG 2025-02-21 05:55:12,627 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/hy.js first seen with mtime 1737948049.223148
DEBUG 2025-02-21 05:55:12,627 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/sr-Cyrl.js first seen with mtime 1737948049.226333
DEBUG 2025-02-21 05:55:12,627 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/ne.js first seen with mtime 1737948049.2249992
DEBUG 2025-02-21 05:55:12,627 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/af.js first seen with mtime 1737948049.2193809
DEBUG 2025-02-21 05:55:12,627 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/id.js first seen with mtime 1737948049.2233117
DEBUG 2025-02-21 05:55:12,627 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/az.js first seen with mtime 1737948049.2196345
DEBUG 2025-02-21 05:55:12,627 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/ca.js first seen with mtime 1737948049.220213
DEBUG 2025-02-21 05:55:12,627 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/nb.js first seen with mtime 1737948049.2248914
DEBUG 2025-02-21 05:55:12,627 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/zh-CN.js first seen with mtime 1737948049.227085
DEBUG 2025-02-21 05:55:12,628 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/zh-TW.js first seen with mtime 1737948049.227189
DEBUG 2025-02-21 05:55:12,628 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/pt-BR.js first seen with mtime 1737948049.225578
DEBUG 2025-02-21 05:55:12,628 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/da.js first seen with mtime 1737948049.2205112
DEBUG 2025-02-21 05:55:12,628 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/fa.js first seen with mtime 1737948049.221574
DEBUG 2025-02-21 05:55:12,628 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/de.js first seen with mtime 1737948049.2206495
DEBUG 2025-02-21 05:55:12,628 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/en.js first seen with mtime 1737948049.2210557
DEBUG 2025-02-21 05:55:12,628 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/bs.js first seen with mtime 1737948049.2200682
DEBUG 2025-02-21 05:55:12,628 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/tk.js first seen with mtime 1737948049.2267103
DEBUG 2025-02-21 05:55:12,628 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/sv.js first seen with mtime 1737948049.2265368
DEBUG 2025-02-21 05:55:12,628 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/hi.js first seen with mtime 1737948049.222412
DEBUG 2025-02-21 05:55:12,628 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/uk.js first seen with mtime 1737948049.226875
DEBUG 2025-02-21 05:55:12,628 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/cs.js first seen with mtime 1737948049.2203546
DEBUG 2025-02-21 05:55:12,628 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/km.js first seen with mtime 1737948049.2240171
DEBUG 2025-02-21 05:55:12,628 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/fr.js first seen with mtime 1737948049.2219748
DEBUG 2025-02-21 05:55:12,628 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/nl.js first seen with mtime 1737948049.2251346
DEBUG 2025-02-21 05:55:12,628 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/sr.js first seen with mtime 1737948049.2264407
DEBUG 2025-02-21 05:55:12,628 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/hu.js first seen with mtime 1737948049.2229698
DEBUG 2025-02-21 05:55:12,628 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/lt.js first seen with mtime 1737948049.2243102
DEBUG 2025-02-21 05:55:12,628 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/ar.js first seen with mtime 1737948049.2195096
DEBUG 2025-02-21 05:55:12,628 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/sk.js first seen with mtime 1737948049.2260318
DEBUG 2025-02-21 05:55:12,628 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/it.js first seen with mtime 1737948049.2235944
DEBUG 2025-02-21 05:55:12,628 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/es.js first seen with mtime 1737948049.2211883
DEBUG 2025-02-21 05:55:12,628 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/bn.js first seen with mtime 1737948049.2199364
DEBUG 2025-02-21 05:55:12,628 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/ro.js first seen with mtime 1737948049.2258182
DEBUG 2025-02-21 05:55:12,628 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/ps.js first seen with mtime 1737948049.225391
DEBUG 2025-02-21 05:55:12,628 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n/tr.js first seen with mtime 1737948049.2267923
DEBUG 2025-02-21 05:55:12,629 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/css/vendor/select2 first seen with mtime 1737948049.2105725
DEBUG 2025-02-21 05:55:12,629 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/css/vendor/select2/select2.min.css first seen with mtime 1737948049.2106879
DEBUG 2025-02-21 05:55:12,629 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/css/vendor/select2/LICENSE-SELECT2.md first seen with mtime 1737948049.210224
DEBUG 2025-02-21 05:55:12,629 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/contrib/admin/static/admin/css/vendor/select2/select2.css first seen with mtime 1737948049.2105062
DEBUG 2025-02-21 05:55:12,629 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django_browser_reload/static/django-browser-reload first seen with mtime 1738129506.2767646
DEBUG 2025-02-21 05:55:12,629 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django_browser_reload/static/django-browser-reload/reload-worker.js first seen with mtime 1738129506.2768385
DEBUG 2025-02-21 05:55:12,629 autoreload File /Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django_browser_reload/static/django-browser-reload/reload-listener.js first seen with mtime 1738129506.2766953
DEBUG 2025-02-21 05:55:12,629 utils (0.010) 
            SELECT
                c.relname,
                CASE
                    WHEN c.relispartition THEN 'p'
                    WHEN c.relkind IN ('m', 'v') THEN 'v'
                    ELSE 't'
                END,
                obj_description(c.oid, 'pg_class')
            FROM pg_catalog.pg_class c
            LEFT JOIN pg_catalog.pg_namespace n ON n.oid = c.relnamespace
            WHERE c.relkind IN ('f', 'm', 'p', 'r', 'v')
                AND n.nspname NOT IN ('pg_catalog', 'pg_toast')
                AND pg_catalog.pg_table_is_visible(c.oid)
        ; args=None; alias=default
DEBUG 2025-02-21 05:55:12,634 utils (0.002) SELECT "django_migrations"."id", "django_migrations"."app", "django_migrations"."name", "django_migrations"."applied" FROM "django_migrations"; args=(); alias=default
DEBUG 2025-02-21 05:55:12,709 utils (0.002) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2025-02-21T11:55:12.687816+00:00'::timestamptz AND "django_session"."session_key" = 'zbuxrd74b1u2bm7yxpo103hhtcyg9br8') LIMIT 21; args=(datetime.datetime(2025, 2, 21, 11, 55, 12, 687816, tzinfo=datetime.timezone.utc), 'zbuxrd74b1u2bm7yxpo103hhtcyg9br8'); alias=default
DEBUG 2025-02-21 05:55:12,711 utils (0.001) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 1 LIMIT 21; args=(1,); alias=default
DEBUG 2025-02-21 05:55:12,712 utils (0.001) SELECT "accounts_profile"."id", "accounts_profile"."user_id", "accounts_profile"."phone_number", "accounts_profile"."department" FROM "accounts_profile" WHERE "accounts_profile"."user_id" = 1 LIMIT 21; args=(1,); alias=default
DEBUG 2025-02-21 05:55:12,715 utils (0.002) SELECT "bms_employee"."id", "bms_employee"."first_name", "bms_employee"."last_name", "bms_employee"."email", "bms_employee"."department", "bms_employee"."phone_number", "bms_employee"."employee_number" FROM "bms_employee" WHERE "bms_employee"."email" = 'shin@sk-tokyo.net' ORDER BY "bms_employee"."id" ASC LIMIT 1; args=('shin@sk-tokyo.net',); alias=default
DEBUG 2025-02-21 05:55:12,718 utils (0.002) SELECT "attendance_attendancerecord"."id", "attendance_attendancerecord"."user_id", "attendance_attendancerecord"."clock_in", "attendance_attendancerecord"."clock_out", "attendance_attendancerecord"."date" FROM "attendance_attendancerecord" WHERE ("attendance_attendancerecord"."date" = '2025-02-21'::date AND "attendance_attendancerecord"."user_id" = 1) ORDER BY "attendance_attendancerecord"."id" ASC LIMIT 1; args=(datetime.date(2025, 2, 21), 1); alias=default
DEBUG 2025-02-21 05:55:12,724 utils (0.000) SELECT "bms_employee"."id", "bms_employee"."first_name", "bms_employee"."last_name", "bms_employee"."email", "bms_employee"."department", "bms_employee"."phone_number", "bms_employee"."employee_number" FROM "bms_employee" WHERE "bms_employee"."email" = 'shin@sk-tokyo.net' ORDER BY "bms_employee"."id" ASC LIMIT 1; args=('shin@sk-tokyo.net',); alias=default
DEBUG 2025-02-21 05:55:12,725 utils (0.001) SELECT "core_companyprofile"."id", "core_companyprofile"."name", "core_companyprofile"."logo", "core_companyprofile"."seal", "core_companyprofile"."address", "core_companyprofile"."phone", "core_companyprofile"."email", "core_companyprofile"."contact_person", "core_companyprofile"."bank_details" FROM "core_companyprofile" ORDER BY "core_companyprofile"."id" ASC LIMIT 1; args=(); alias=default
DEBUG 2025-02-21 05:55:12,735 utils (0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 1 LIMIT 21; args=(1,); alias=default
DEBUG 2025-02-21 05:55:12,736 utils (0.001) SELECT "notifications_notification"."id", "notifications_notification"."title", "notifications_notification"."body", "notifications_notification"."notification_type", "notifications_notification"."department", "notifications_notification"."created_at", "notifications_notification"."scheduled_at", "notifications_notification"."sent" FROM "notifications_notification" WHERE "notifications_notification"."notification_type" = '全体' ORDER BY "notifications_notification"."created_at" DESC LIMIT 5; args=('全体',); alias=default
DEBUG 2025-02-21 05:55:12,733 base Exception while resolving variable 'attendance_status' in template 'bms/mypage.html'.
Traceback (most recent call last):
  File "/Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/template/base.py", line 883, in _resolve_lookup
    current = current[bit]
              ~~~~~~~^^^^^
  File "/Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/template/context.py", line 85, in __getitem__
    raise KeyError(key)
KeyError: 'attendance_status'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/template/base.py", line 889, in _resolve_lookup
    if isinstance(current, BaseContext) and getattr(
                                            ~~~~~~~^
        type(current), bit
        ^^^^^^^^^^^^^^^^^^
    ):
    ^
AttributeError: type object 'RequestContext' has no attribute 'attendance_status'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/template/base.py", line 899, in _resolve_lookup
    current = current[int(bit)]
                      ~~~^^^^^
ValueError: invalid literal for int() with base 10: 'attendance_status'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/Users/skii/Library/CloudStorage/Dropbox/BMS/master/venv/lib/python3.13/site-packages/django/template/base.py", line 906, in _resolve_lookup
    raise VariableDoesNotExist(
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
    ...<2 lines>...
    )  # missing attribute
    ^
